# Pathway	ERR2619707_1_Abundance	ERR2619708_1_Abundance	ERR2619709_1_Abundance	ERR2619710_1_Abundance	ERR2619711_1_Abundance	ERR2619712_1_Abundance	ERR2619713_1_Abundance	ERR2619714_1_Abundance	ERR2619715_1_Abundance	ERR2619717_1_Abundance	ERR2619718_1_Abundance	ERR2619719_1_Abundance	ERR2619720_1_Abundance	ERR2619724_1_Abundance	ERR2619725_1_Abundance	ERR2619726_1_Abundance	ERR2619728_1_Abundance	ERR2619729_1_Abundance	ERR2619730_1_Abundance
CENTFERM-PWY: pyruvate fermentation to butanoate	3.06951e-05	3.57319e-05	1.46999e-05	1.37828e-05	1.67791e-05	1.70153e-05	0	6.64411e-06	9.20424e-06	3.61397e-05	4.56301e-06	4.82359e-06	3.62777e-06	3.02408e-05	6.52344e-05	3.6248e-05	7.6531e-06	2.00837e-05	3.37273e-06
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0	0	0	0	0	0	0	0	3.01187e-06	0	0	0	0	0	0	0	0	0	0
CITRULBIO-PWY: L-citrulline biosynthesis	1.1196e-05	8.957e-06	3.64398e-05	7.81118e-06	3.73638e-06	0	0.000264932	0	8.6967e-05	2.56934e-05	0	9.78249e-05	1.78191e-05	6.10158e-05	2.92555e-05	9.43789e-05	6.17367e-06	1.10189e-05	1.12627e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00019952	0.000390738	0.000349971	0.000433528	0.00036745	0.000425265	0.000219032	0.000335473	0.000344821	0.000270361	0.000462725	0.000202033	0.00030704	0.000395168	0.000412267	0.000166674	0.000273967	0.000477832	0.000357447
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.000173413	0.000384753	0.000326071	0.000423678	0.00034528	0.000415326	0.000195329	0.000319782	0.000320549	0.000257135	0.000532734	0.000188996	0.000382054	0.000364276	0.000390768	0.000153444	0.000283995	0.00044872	0.000320784
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	6.15805e-05	8.44981e-05	5.14051e-05	9.96207e-05	5.15242e-05	6.24731e-05	0.000171794	3.38603e-05	5.75709e-05	4.7274e-05	1.8075e-05	7.30578e-05	3.38753e-05	0.000130457	9.62916e-05	6.46626e-05	4.45983e-05	9.54878e-05	7.48363e-05
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.00010451	0.000178713	9.86833e-05	0.000158131	0.000116854	0.000200043	0.000173501	6.9189e-05	0.000128333	9.31443e-05	0.000102245	0.000135573	9.78339e-05	0.000157339	0.000190056	0.000129407	9.36157e-05	0.000123481	9.22523e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.0002343	0.000451957	0.000379872	0.000509018	0.000389124	0.000481007	0.000318156	0.000309281	0.000391323	0.00027573	0.000476675	0.000236372	0.000344892	0.000442629	0.000476538	0.000202121	0.000327232	0.000482447	0.000366535
CRNFORCAT-PWY: creatinine degradation I	0	0	0	2.85998e-06	0	0	0	0	3.85195e-06	0	0	0	0	0	0	0	0	4.39276e-06	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	2.93866e-05	0.000170079	0.000254524	0.000109057	0.000152193	0.000227408	0.000307715	1.90116e-05	0.000306938	0.000165749	0.000349019	0.000135351	0.00013729	0.000145608	0.000283939	0.00013635	2.86724e-05	0.000274518	0.000202656
DARABCATK12-PWY: D-arabinose degradation I	6.7054e-07	3.50662e-07	7.01302e-06	0	2.21367e-06	0	6.39624e-05	0	7.09704e-06	3.79559e-06	2.54861e-06	1.52806e-05	0	1.33186e-05	5.86249e-06	1.21044e-05	5.68707e-07	6.88731e-06	1.68146e-05
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0	1.30693e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.97833e-06	0	1.31442e-06	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	1.83719e-06	3.37622e-05	2.94845e-05	0	0	0.000195119	0	5.88348e-05	3.19061e-05	0	9.06028e-05	0	5.07315e-05	4.68654e-05	6.84526e-05	1.67584e-05	1.93452e-05	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.000519756	0.00147192	0.000475717	0.000944779	0.00056494	0.000967049	0.000131374	0.000498226	0.000627834	0.000672924	0.00144707	0.000285212	0.00131229	0.000476858	0.000695189	0.000299784	0.00096818	0.000836556	0.000641893
ECASYN-PWY: enterobacterial common antigen biosynthesis	0	3.50577e-06	1.01257e-05	7.82823e-06	0	0	0.000109442	0	1.53868e-05	6.76341e-06	0	2.68451e-05	0	1.1207e-05	1.03941e-05	2.12911e-05	4.76174e-06	6.0055e-06	3.76141e-06
FAO-PWY: fatty acid &beta;-oxidation I (generic)	6.15785e-06	8.67748e-06	3.38855e-05	2.59443e-05	0	0	0.000371156	0	7.22152e-05	2.38733e-05	0	0.000125372	0	3.93154e-05	3.15252e-05	6.40564e-05	1.15285e-05	1.10991e-05	7.2623e-06
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1.95092e-05	0.000178588	9.63929e-05	0.000146133	1.90803e-05	7.37693e-05	0.000353286	1.50168e-05	0.000213613	8.57982e-05	7.18302e-05	0.00018449	0.000154324	0.000121721	0.000117727	0.000161128	4.63561e-05	0.000104773	2.31944e-05
FERMENTATION-PWY: mixed acid fermentation	0.000167888	0.000223773	0.000241309	0.000290437	0.00024564	0.000283164	0.000496019	0.000202161	0.000301303	0.000162357	0.000306044	0.00020791	0.000217897	0.000297484	0.000255264	0.000167952	0.000175999	0.000261191	0.000203543
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	8.33929e-06	6.45981e-06	2.22781e-05	3.34297e-05	0	0	0.000166385	0	2.97302e-05	5.54678e-05	4.70159e-06	0.000113029	0	7.24144e-05	4.38453e-05	3.7503e-05	2.07642e-05	1.96823e-05	1.17477e-05
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	3.10201e-05	1.8881e-05	5.51093e-05	3.28658e-05	1.82058e-05	1.98107e-05	0.00031783	1.53803e-05	7.87715e-05	3.12471e-05	1.01931e-05	9.23207e-05	1.00066e-05	5.90798e-05	4.29096e-05	7.86157e-05	1.94426e-05	3.43709e-05	2.54314e-05
FUCCAT-PWY: fucose degradation	2.97107e-05	1.14964e-05	3.95515e-05	1.79737e-05	2.442e-05	9.4558e-06	0.000376883	1.5744e-05	5.79144e-05	2.2588e-05	4.88974e-06	0.00010119	5.04797e-06	6.83833e-05	2.97539e-05	8.26982e-05	9.77216e-06	2.22355e-05	2.20302e-05
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	4.77751e-05	9.11574e-05	8.50896e-05	0.000102724	4.30904e-05	8.23103e-05	0.000148327	4.66483e-05	9.64774e-05	3.91149e-05	4.42771e-05	8.26226e-05	6.76403e-05	8.55029e-05	8.71706e-05	8.46543e-05	6.2384e-05	6.93488e-05	4.53279e-05
GALACTARDEG-PWY: D-galactarate degradation I	1.89535e-05	5.357e-06	4.54482e-05	9.28781e-06	3.02811e-06	2.55566e-06	0.000491757	0	7.70594e-05	1.46113e-05	3.23586e-06	0.000131093	0	6.89258e-05	2.57096e-05	8.35504e-05	1.35596e-05	1.64453e-05	4.19454e-06
GALACTITOLCAT-PWY: galactitol degradation	1.34302e-06	4.67321e-06	2.80165e-05	4.65104e-06	0	3.28615e-06	0.000227582	1.79219e-06	5.07079e-05	1.03995e-05	0	7.96171e-05	0	4.69681e-05	1.39276e-05	5.48488e-05	3.50155e-06	4.36502e-06	3.6995e-06
GALACTUROCAT-PWY: D-galacturonate degradation I	7.32403e-05	0.000100465	9.07922e-05	0.000138974	9.56447e-05	0.000103375	0.000167252	6.79835e-05	0.000108612	5.05665e-05	6.93783e-05	0.000107966	8.34984e-05	8.44308e-05	0.000102509	7.90909e-05	6.76425e-05	9.57909e-05	7.20538e-05
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.000130941	0.000107483	8.29887e-05	0.00015023	9.18622e-05	0.000123918	0.000291888	5.15401e-05	8.05443e-05	6.15372e-05	2.72541e-05	0.000148448	6.6556e-05	0.000112449	0.000103707	8.53011e-05	6.32598e-05	9.38806e-05	6.16095e-05
GLUCARDEG-PWY: D-glucarate degradation I	7.36076e-06	5.03583e-06	3.81733e-05	8.34705e-06	2.94417e-06	2.2897e-06	0.00034044	0	6.09482e-05	1.32908e-05	0	0.000115976	0	5.1811e-05	2.1529e-05	6.14991e-05	1.2117e-05	1.45083e-05	4.0065e-06
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	1.89535e-05	5.357e-06	4.54482e-05	9.28781e-06	3.02811e-06	2.55566e-06	0.000491757	0	7.70594e-05	1.46113e-05	3.23586e-06	0.000131093	0	6.89258e-05	2.57096e-05	8.35504e-05	1.35596e-05	1.64453e-05	4.19454e-06
GLUCONEO-PWY: gluconeogenesis I	0.000224674	0.000360996	0.000368754	0.000346157	0.000380892	0.000393503	0.000392631	0.000361394	0.000352399	0.000264363	0.00034923	0.000239341	0.000397507	0.000315957	0.000356521	0.000279675	0.000280624	0.000379939	0.000322262
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.000123359	0.000253064	0.000157438	0.000307637	0	0.000257905	0.000325059	0	0.000166075	0.000138356	0.000173626	0.000200705	0.000149598	0.000250843	0.000197959	0.000180612	0.000226215	0.000254278	0.000212632
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	6.26739e-05	0.000105292	9.82729e-05	0.000134055	7.27878e-05	0.000112546	0.000182606	5.34627e-05	0.00011873	4.94837e-05	6.67545e-05	0.000105442	7.21535e-05	9.60848e-05	0.000104131	9.26223e-05	7.89012e-05	9.47274e-05	7.06025e-05
GLUDEG-I-PWY: GABA shunt	6.12328e-06	1.5026e-05	2.02533e-05	1.03887e-05	5.18084e-06	3.07578e-06	7.35435e-05	2.8246e-06	2.37573e-05	2.18857e-05	1.62377e-06	5.66441e-05	1.12109e-05	1.05675e-05	1.70824e-05	1.48107e-05	8.80718e-06	1.77959e-05	9.77359e-06
GLUTORN-PWY: L-ornithine biosynthesis I	0.000210044	0.000321292	0.000205137	0.000398265	0.000328705	0.000288837	0.000371522	0.00018497	0.000235237	0.000188231	8.03919e-05	0.000173285	0.000165284	0.000396758	0.000421272	0.000182487	0.000215431	0.000357849	0.000292022
GLYCOCAT-PWY: glycogen degradation I	4.51991e-05	8.0987e-05	5.67586e-05	0.000114531	0.000108326	0.000116738	0.000210971	9.55388e-05	8.24948e-05	4.7689e-05	8.31709e-05	4.5089e-05	6.09625e-05	0.000158397	0.000203325	7.18813e-05	7.4796e-05	0.000111744	7.22606e-05
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.000364536	0.00043111	0.000527847	0.000591646	0.000615628	0.000468094	0.000386427	0.00042205	0.000441171	0.000303176	0.00036856	0.000257573	0.000291381	0.000708738	0.000629569	0.000313223	0.00027511	0.000659228	0.000590994
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	6.57123e-07	1.78798e-06	7.1631e-06	3.8351e-06	2.06649e-06	0	6.58228e-05	0	9.84979e-06	4.8998e-06	0	1.53211e-05	0	1.69615e-05	6.15518e-06	1.56824e-05	5.05417e-06	6.12476e-06	7.36908e-06
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	2.61514e-05	5.50153e-05	8.05469e-05	3.48213e-05	2.22003e-05	4.5472e-06	0.000333981	1.03518e-05	0.000129524	6.4043e-05	5.3668e-06	0.00018053	2.73365e-05	0.000154809	8.46923e-05	0.000136513	3.22137e-05	4.9842e-05	2.91715e-05
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	2.51185e-06	1.62613e-06	4.77288e-06	0	0	0	6.8029e-05	0	6.43018e-06	2.22247e-06	0	7.36273e-06	0	4.87142e-06	3.03587e-06	3.14274e-05	1.4861e-06	2.05237e-06	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.000354242	0.000314559	0.000415346	0.000343737	0.000291024	0.000395147	0.000467013	0.000369351	0.000348414	0.000280836	0.000319368	0.000285561	0.000221333	0.000395536	0.000339192	0.000301557	0.000266262	0.000330845	0.000440738
GLYOXYLATE-BYPASS: glyoxylate cycle	9.51046e-06	6.75513e-06	3.96947e-05	2.1233e-05	0	5.69005e-06	0.000411656	1.83797e-06	0.00011613	3.47654e-05	0	9.17098e-05	3.22757e-06	9.68648e-05	3.98606e-05	8.18361e-05	2.06247e-05	2.00909e-05	1.20909e-05
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	1.80033e-05	1.2028e-05	4.86685e-06	4.18914e-05	3.08649e-05	6.27988e-06	3.52736e-05	3.65275e-06	5.76261e-06	1.65835e-05	1.51169e-06	1.77361e-05	4.32065e-06	2.53874e-05	1.38759e-05	1.02565e-05	1.24908e-05	1.18513e-05	1.22168e-05
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0	2.07643e-06	2.04405e-05	1.98326e-06	0	2.03448e-06	0.000174448	0	9.8214e-07	5.09601e-06	0	4.72646e-05	0	2.44114e-05	1.20354e-05	0	3.46479e-06	3.80483e-06	4.45127e-06
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	0	3.55702e-06	2.496e-05	5.89018e-06	0	3.18571e-06	0.000306309	0	3.77288e-05	1.04345e-05	0	7.05862e-05	2.5439e-06	2.6352e-05	1.82832e-05	4.46562e-05	6.35198e-06	6.02269e-06	5.22466e-06
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	1.76271e-06	3.55702e-06	2.16025e-05	6.89185e-06	0	2.0574e-06	0.000235381	0	3.77288e-05	1.69561e-05	0	7.17699e-05	1.45457e-06	2.5958e-05	1.62056e-05	4.46562e-05	8.52798e-06	8.28471e-06	5.22466e-06
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	5.51425e-06	4.50684e-06	3.08191e-05	8.85725e-06	0	4.74198e-06	0.00035553	0	4.53796e-05	2.5969e-05	1.43666e-06	0.000100033	5.4006e-06	4.81311e-05	2.67093e-05	5.08025e-05	1.32704e-05	1.71726e-05	9.68318e-06
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	4.49889e-06	1.34581e-05	7.09923e-05	1.49645e-05	0	8.63316e-06	0.000289508	0	0.000109478	2.76984e-05	0	0.000147458	0	0.000105611	3.81814e-05	0.000112462	1.03997e-05	1.38081e-05	1.20629e-05
HISDEG-PWY: L-histidine degradation I	0.000171435	5.20793e-05	0.00013346	4.46996e-05	9.12703e-05	5.69066e-05	1.67725e-05	0.000265026	8.18729e-05	3.78167e-05	6.60084e-05	8.91501e-05	8.2586e-05	5.27613e-05	4.69112e-05	6.71627e-05	4.09248e-05	7.38167e-05	0.00024125
HISTSYN-PWY: L-histidine biosynthesis	0.000253851	0.000411765	0.000288611	0.000424058	0.000323488	0.00044343	0.000178238	0.000188049	0.000372088	0.000240355	0.000469652	0.000138135	0.000318727	0.00037109	0.000442407	0.000180897	0.00032603	0.000440277	0.000437643
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	7.12125e-06	8.7033e-06	4.11034e-05	2.22561e-05	6.23388e-06	0	0.000383462	2.36508e-06	7.14244e-05	1.49663e-05	1.63108e-06	0.000121245	1.91028e-06	4.72694e-05	3.33098e-05	8.14532e-05	1.33628e-05	1.18782e-05	9.48921e-06
HSERMETANA-PWY: L-methionine biosynthesis III	0.000208954	0.000368667	0.000220215	0.000378006	0.000296856	0.000336006	1.0611e-05	0.000304094	0.000256523	0.000211159	0.000362078	0.000164932	0.000314167	0.000304656	0.000396282	0.000181012	0.000243145	0.000319733	0.000330069
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.000268796	0.000701398	0.000391757	0.000661944	0.000532264	0.000638593	0.000588092	0.000369131	0.000520749	0.000394004	0.000752802	0.000333927	0.00056914	0.0005189	0.000582992	0.00031457	0.000528584	0.000588286	0.00041352
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	2.48539e-06	4.2956e-06	3.60426e-06	3.01464e-06	0	0	9.1225e-05	0	1.98566e-05	6.87177e-06	0	1.11238e-05	0	5.15202e-06	8.84488e-06	1.79024e-05	5.61582e-06	2.66995e-06	4.22675e-06
KETOGLUCONMET-PWY: ketogluconate metabolism	4.66835e-06	3.44481e-06	1.24807e-05	4.77041e-06	1.89527e-06	4.11202e-06	0.000112	2.81097e-06	7.17121e-05	1.10146e-05	0	1.92294e-05	0	1.96859e-05	1.36522e-05	4.21624e-05	4.85209e-06	6.16061e-06	5.09602e-06
LACTOSECAT-PWY: lactose and galactose degradation I	2.21357e-05	1.91203e-05	1.81095e-05	7.11729e-05	1.55912e-05	8.18702e-06	7.30754e-06	1.71215e-05	8.84217e-06	4.47909e-05	6.78167e-06	0.000138088	1.10822e-05	8.70064e-05	1.6244e-05	1.70397e-05	1.51974e-05	3.35198e-05	1.27955e-05
LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)	0	9.88974e-07	0	0	0	0	0.000103737	0	1.22941e-06	0	0	3.01038e-05	0	8.28497e-06	5.15585e-06	2.08051e-05	3.80853e-07	0	1.72296e-06
LIPASYN-PWY: phospholipases	0	0	3.43985e-05	0	0	0	0.000538557	0	0	2.02967e-05	0	0	0	0	2.30519e-05	6.16186e-05	0	0	0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	0	3.43194e-06	0	0	0	0	0.000136411	0	5.06318e-06	0	0	2.50964e-05	0	1.10936e-05	1.28485e-05	2.88463e-05	1.51705e-06	0	4.84043e-06
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	1.39148e-05	1.71134e-05	7.60316e-05	4.2822e-05	1.2314e-05	0	0.000422442	4.70664e-06	0.000122051	2.84734e-05	3.25119e-06	0.000170874	3.80066e-06	8.56208e-05	6.22944e-05	0.000127284	2.5495e-05	2.32602e-05	1.86105e-05
METH-ACETATE-PWY: methanogenesis from acetate	7.93646e-05	1.56258e-05	2.95412e-05	2.50096e-05	4.41683e-05	1.31355e-05	0	6.6198e-05	2.48088e-05	4.39739e-05	2.60986e-06	2.23768e-05	1.94011e-05	3.81335e-05	1.4787e-05	1.95937e-05	4.99573e-06	3.45439e-05	7.90123e-05
METHANOGENESIS-PWY: methanogenesis from H2 and CO2	0	1.44188e-06	1.0744e-06	0	1.76476e-06	0	0	0	0	2.03488e-05	0	1.5511e-05	0	1.30337e-06	7.18652e-07	3.97251e-06	0	0	1.99397e-06
METHGLYUT-PWY: superpathway of methylglyoxal degradation	3.9901e-06	6.06067e-07	4.82917e-06	4.71203e-07	5.19392e-06	0	6.99592e-05	0	1.53659e-05	4.13399e-06	0	3.98798e-05	1.16017e-06	6.16297e-06	1.20365e-05	2.06227e-05	5.33046e-06	1.30284e-05	7.19189e-06
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	1.22728e-05	1.50237e-05	6.75171e-05	3.77638e-05	1.08057e-05	0	0.000450634	4.12417e-06	0.000111153	2.52746e-05	2.84668e-06	0.000164763	3.32831e-06	7.63179e-05	5.53987e-05	0.000117206	2.27271e-05	2.04424e-05	1.634e-05
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	0	7.79602e-06	7.5691e-06	1.41986e-05	0	2.5086e-06	7.63221e-05	0	1.48689e-05	1.51123e-05	0	3.10998e-05	0	1.02985e-05	1.25408e-05	1.74729e-05	9.64786e-06	7.52217e-06	4.18509e-06
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	4.02247e-05	0.000129558	9.2551e-05	0.000133781	5.02273e-05	0.000138777	0.000283175	7.2312e-05	0.000133359	6.33746e-05	0.000173634	0.000130105	5.56837e-05	9.51654e-05	8.32458e-05	9.09502e-05	0.000122523	9.41516e-05	4.37545e-05
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.000366679	0.000513137	0.000477703	0.000536125	0.000484372	0.000510052	0.000255689	0.000501	0.000444447	0.000269582	0.000546391	0.000201595	0.000454136	0.000532634	0.000542565	0.000251148	0.000370656	0.00059044	0.000583529
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	0.000240599	0.000344991	0.000385355	0.000416001	0.000372955	0.000381701	0.000755107	0.000279276	0.000411638	0.000243816	0.000281742	0.000285542	0.000191221	0.00045758	0.000425939	0.000289908	0.000254899	0.000457913	0.000329625
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.000252291	0.000369176	0.000352415	0.000348172	0.000348457	0.000375073	0.000137523	0.000210363	0.000329855	0.000339477	0.000520119	0.000182155	0.000246976	0.000348306	0.000339655	0.000177793	0.000153959	0.000421036	0.000388549
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0	0	3.67915e-06	3.53136e-06	0	0	0.00015992	0	0	4.55325e-06	0	2.28338e-05	2.05209e-06	1.99534e-05	6.14731e-06	0	1.72293e-06	1.78349e-06	0
